As Loterias - www.asloterias.com.br - Todos Resultados da TimeMania;;;;;;;;;
Este arquivo foi baixado no site www.asloterias.com.br no dia 19/03/2019;;;;;;;;;
Visite o site para baixar a versão mais atualizada deste arquivo!;;;;;;;;;
;;;;;;;;;
TODOS RESULTADOS DA TIMEMANIA POR ORDEM DE SORTEIO;;;;;;;;;
;;;;;;;;;
Concurso;Data;bola 1;bola 2;bola 3;bola 4;bola 5;bola 6;bola 7;Time do Coração
535;06/02/2014;75;59;47;7;15;20;34;AVAÍ/SC
534;04/02/2014;61;32;4;27;1;70;22;CRICIÚMA/SC
533;01/02/2014;36;10;56;4;35;54;55;ITUANO/SP
532;30/01/2014;70;42;19;32;30;63;18;PAULISTA/SP
531;28/01/2014;61;54;66;50;72;23;74;GAMA/DF
530;25/01/2014;58;45;33;21;70;10;49;OLARIA/RJ
529;23/01/2014;22;53;78;36;50;60;40;IPATINGA/MG
528;21/01/2014;42;50;67;44;77;26;31;FLAMENGO/RJ
527;18/01/2014;12;80;35;13;46;20;70;PORTUGUESA DESPORTOS/SP
526;16/01/2014;80;18;11;47;63;1;17;FIGUEIRENSE/SC
525;14/01/2014;66;42;37;61;8;45;13;PONTE PRETA/SP
524;11/01/2014;38;58;26;12;80;15;77;SÃO RAIMUNDO/AM
523;09/01/2014;78;36;56;67;24;72;4;JUVENTUDE/RS
522;07/01/2014;50;65;23;39;61;72;59;XV PIRACICABA/SP
521;04/01/2014;48;20;17;10;6;42;53;AVAÍ/SC
520;02/01/2014;80;27;67;31;59;25;32;PALMAS/TO
519;31/12/2013;48;77;52;57;73;76;61;MOTO CLUBE/MA
518;28/12/2013;1;56;75;47;44;13;59;ATLÉTICO/GO
517;26/12/2013;8;32;42;57;22;36;15;CRICIÚMA/SC
516;24/12/2013;58;80;30;21;59;1;71;XV PIRACICABA/SP
515;21/12/2013;78;9;70;21;26;17;79;ABC/RN
514;19/12/2013;29;73;41;44;26;71;68;GOIÁS/GO
513;17/12/2013;41;35;26;43;69;5;8;BAHIA/BA
512;14/12/2013;59;4;63;11;7;19;39;INTER LIMEIRA/SP
511;12/12/2013;43;79;63;13;66;3;31;FORTALEZA/CE
510;10/12/2013;7;69;52;44;80;10;79;XV PIRACICABA/SP
509;07/12/2013;45;23;28;72;6;29;53;CORINTHIANS/SP
508;05/12/2013;35;80;28;33;47;25;51;PAULISTA/SP
507;03/12/2013;61;8;65;21;28;32;58;UNIÃO BARBARENSE/SP
506;30/11/2013;14;21;42;50;39;41;48;LONDRINA/PR
505;28/11/2013;40;55;7;8;75;39;76;PAYSANDU/PA
504;26/11/2013;33;74;41;79;44;34;65;NACIONAL/AM
503;23/11/2013;1;2;33;38;47;23;51;GRÊMIO/RS
502;21/11/2013;33;14;38;70;66;79;57;AMERICANO/RJ
501;19/11/2013;49;33;28;61;12;30;16;SANTOS/SP
500;16/11/2013;57;9;65;11;44;78;75;ATLÉTICO/GO
499;14/11/2013;66;42;67;11;13;50;28;UBERLÂNDIA/MG
498;12/11/2013;17;56;53;80;37;35;48;MIXTO/MT
497;09/11/2013;20;49;79;31;42;6;34;AMÉRICA/RN
496;07/11/2013;20;44;75;70;34;69;43;JUVENTUS/SP
495;05/11/2013;19;50;61;6;62;3;46;FORTALEZA/CE
494;31/10/2013;56;6;22;74;40;33;49;VITÓRIA/BA
493;29/10/2013;1;51;77;42;16;46;60;CORINTHIANS/SP
492;26/10/2013;2;57;20;30;21;76;65;PAULISTA/SP
491;24/10/2013;80;13;48;55;4;60;62;YPIRANGA/AP
490;22/10/2013;77;13;28;79;17;46;45;VASCO DA GAMA/RJ
489;19/10/2013;69;77;2;49;4;66;7;VILA NOVA/GO
488;17/10/2013;36;37;34;15;57;60;30;DESPORTIVA/ES
487;15/10/2013;55;57;42;48;5;78;52;SANTA CRUZ/PE
486;10/10/2013;27;51;56;42;39;61;77;VITÓRIA/BA
485;08/10/2013;19;48;28;24;4;5;30;FORTALEZA/CE
484;05/10/2013;47;28;71;4;39;29;33;GRÊMIO/RS
483;03/10/2013;26;31;12;55;71;79;36;GRÊMIO/RS
482;01/10/2013;16;55;35;80;21;15;33;RIO BRANCO/ES
481;28/09/2013;25;78;6;76;3;37;26;VILLA NOVA/MG
480;26/09/2013;68;10;35;12;38;60;28;SANTOS/SP
479;24/09/2013;29;65;26;44;31;80;72;BRASILIENSE/DF
478;21/09/2013;69;11;27;47;63;43;38;RIO BRANCO/ES
477;19/09/2013;71;14;55;68;41;28;12;VITÓRIA/BA
476;17/09/2013;29;73;45;58;13;43;48;SÃO PAULO/SP
475;14/09/2013;76;36;63;64;28;65;68;RIO BRANCO/AC
474;12/09/2013;38;25;63;48;62;5;57;PAULISTA/SP
473;10/09/2013;32;73;65;55;63;70;71;BARUERI/SP
472;05/09/2013;63;18;12;7;20;11;28;VILA NOVA/GO
471;03/09/2013;66;56;43;71;18;20;65;PORTUGUESA DESPORTOS/SP
470;31/08/2013;75;22;64;48;38;37;56;BOTAFOGO/PB
469;29/08/2013;59;36;18;49;25;65;77;NÁUTICO/PE
468;27/08/2013;79;14;56;11;33;24;16;DESPORTIVA/ES
467;24/08/2013;40;42;1;34;19;53;80;RIVER/PI
466;22/08/2013;66;50;11;31;64;43;72;RORAIMA/RR
465;20/08/2013;62;23;71;12;79;39;47;BOTAFOGO/PB
464;17/08/2013;76;16;37;2;12;60;45;OPERARIO/MS
463;15/08/2013;48;66;68;5;55;63;4;TUNA LUSO/PA
462;13/08/2013;57;39;28;12;11;70;71;CSA/AL
461;10/08/2013;4;24;11;67;3;22;76;BRAGANTINO/SP
460;08/08/2013;18;39;46;29;52;60;9;BAHIA/BA
459;06/08/2013;41;10;44;8;2;50;14;UBERLÂNDIA/MG
458;03/08/2013;66;12;77;64;31;30;25;ATLÉTICO/GO
457;01/08/2013;25;46;40;68;2;9;72;MOTO CLUBE/MA
456;30/07/2013;43;17;11;73;72;24;36;JOINVILLE/SC
455;27/07/2013;70;21;60;18;23;78;76;AMÉRICA/MG
454;25/07/2013;58;68;69;10;42;61;2;SAMPAIO CORRÊA/MA
453;23/07/2013;57;32;46;1;66;5;79;AMERICANO/RJ
452;20/07/2013;37;67;38;79;74;40;70;MOTO CLUBE/MA
451;18/07/2013;44;20;78;22;48;29;36;FORTALEZA/CE
450;16/07/2013;76;27;9;15;24;6;44;ATLÉTICO/PR
449;13/07/2013;10;69;53;38;64;36;24;VILA NOVA/GO
448;11/07/2013;80;63;32;21;16;42;1;MOTO CLUBE/MA
447;09/07/2013;51;49;23;10;29;70;25;FLUMINENSE/RJ
446;06/07/2013;57;77;43;29;35;15;65;JUVENTUDE/RS
445;04/07/2013;46;9;64;76;17;38;28;BARUERI/SP
444;02/07/2013;3;79;35;46;11;56;72;ITUANO/SP
443;29/06/2013;79;71;73;13;8;51;53;CRICIÚMA/SC
442;27/06/2013;53;1;39;43;15;50;66;BRASILIENSE/DF
441;25/06/2013;23;13;38;60;19;63;20;SÃO CAETANO/SP
440;22/06/2013;56;39;58;72;27;54;12;INTERNACIONAL/RS
439;20/06/2013;69;36;1;6;62;70;46;RORAIMA/RR
438;18/06/2013;42;20;74;29;52;17;36;ATLÉTICO/PR
437;15/06/2013;37;30;78;60;45;15;57;CORINTHIANS/SP
436;13/06/2013;23;16;9;6;24;10;1;ATLÉTICO/GO
435;11/06/2013;22;53;36;58;57;34;15;JUVENTUS/SP
434;08/06/2013;27;21;47;10;25;60;80;VITÓRIA/BA
433;06/06/2013;79;36;1;43;72;4;17;MOTO CLUBE/MA
432;04/06/2013;64;70;21;28;31;58;11;SANTOS/SP
431;01/06/2013;28;2;44;46;48;72;1;BARUERI/SP
430;28/05/2013;79;54;11;21;32;28;78;SÃO PAULO/SP
429;25/05/2013;40;61;6;47;38;75;5;BANGU/RJ
428;23/05/2013;48;74;25;39;6;14;13;GRÊMIO/RS
427;21/05/2013;13;16;74;63;67;31;45;RIO BRANCO/ES
426;18/05/2013;43;45;28;75;20;6;32;ATLÉTICO/PR
425;16/05/2013;6;19;54;68;24;7;2;CRUZEIRO/MG
424;14/05/2013;16;70;13;29;78;44;80;IPATINGA/MG
423;11/05/2013;77;4;45;35;72;71;46;NÁUTICO/PE
422;09/05/2013;4;52;6;39;8;31;43;SPORT/PE
421;07/05/2013;17;12;65;79;40;1;42;ATLÉTICO/GO
420;04/05/2013;37;23;67;56;66;45;32;LONDRINA/PR
419;02/05/2013;44;16;2;70;3;24;5;SAMPAIO CORRÊA/MA
418;30/04/2013;39;31;60;44;6;25;32;NÁUTICO/PE
417;27/04/2013;43;22;41;16;44;36;28;CORITIBA/PR
416;25/04/2013;49;16;56;69;2;38;27;REMO/PA
415;23/04/2013;12;45;55;35;54;1;41;JUVENTUDE/RS
414;20/04/2013;20;40;44;79;36;13;60;FIGUEIRENSE/SC
413;18/04/2013;76;64;66;31;61;33;67;ITUANO/SP
412;16/04/2013;23;39;10;44;70;62;29;RORAIMA/RR
411;13/04/2013;54;2;15;79;49;21;67;ATLÉTICO/GO
410;11/04/2013;6;33;18;32;10;37;58;ATLÉTICO/PR
409;09/04/2013;75;5;73;34;56;64;41;BAHIA/BA
408;06/04/2013;75;46;15;27;9;31;63;INTERNACIONAL/RS
407;03/04/2013;51;6;63;77;47;75;73;PALMAS/TO
406;30/03/2013;70;32;30;33;55;4;65;CRB/AL
405;27/03/2013;12;28;22;13;53;66;78;REMO/PA
404;23/03/2013;50;32;7;26;62;21;16;RIVER/PI
403;20/03/2013;67;14;8;46;64;32;51;ATLÉTICO/PR
402;16/03/2013;55;38;53;40;77;79;73;AVAÍ/SC
401;13/03/2013;65;41;16;32;77;24;19;VASCO DA GAMA/RJ
400;09/03/2013;65;80;68;45;42;11;69;SERGIPE/SE
399;06/03/2013;14;19;42;1;24;29;20;SÃO PAULO/SP
398;02/03/2013;47;57;73;16;74;80;65;PARANÁ/PR
397;27/02/2013;34;20;1;45;71;72;57;SERGIPE/SE
396;23/02/2013;23;3;28;49;48;31;63;TUNA LUSO/PA
395;20/02/2013;20;49;58;40;47;30;36;REMO/PA
394;16/02/2013;59;74;20;34;17;72;45;AMÉRICA/RJ
393;13/02/2013;31;51;59;10;70;39;33;BANGU/RJ
392;09/02/2013;75;20;58;55;64;2;65;GAMA/DF
391;06/02/2013;53;48;80;78;54;7;37;SÃO PAULO/SP
390;02/02/2013;22;21;44;67;32;45;46;VILA NOVA/GO
389;30/01/2013;43;41;36;23;1;42;34;NÁUTICO/PE
388;26/01/2013;58;6;70;54;63;27;61;BRAGANTINO/SP
387;23/01/2013;63;66;76;29;6;48;8;AMÉRICA/MG
386;19/01/2013;67;72;35;3;32;52;79;AMÉRICA/RN
385;16/01/2013;9;23;64;34;24;44;7;TUNA LUSO/PA
384;12/01/2013;42;63;24;7;28;65;8;BRAGANTINO/SP
383;09/01/2013;56;30;41;59;79;35;52;SANTOS/SP
382;05/01/2013;17;7;10;61;4;35;22;MIXTO/MT
381;02/01/2013;25;24;7;54;20;48;21;OLARIA/RJ
380;29/12/2012;38;51;35;39;16;41;24;SANTOS/SP
379;26/12/2012;62;31;4;73;20;60;11;FIGUEIRENSE/SC
378;22/12/2012;73;16;44;57;49;10;8;FLAMENGO/RJ
377;19/12/2012;56;11;69;79;43;4;39;REMO/PA
376;15/12/2012;52;74;11;16;53;23;20;TUNA LUSO/PA
375;12/12/2012;12;19;29;15;65;51;9;TREZE/PB
374;08/12/2012;20;71;26;25;32;23;47;CEARÁ/CE
373;05/12/2012;47;53;48;22;66;80;15;PONTE PRETA/SP
372;01/12/2012;53;62;15;25;80;76;77;SÃO PAULO/SP
371;28/11/2012;11;44;55;20;57;43;37;SÃO RAIMUNDO/AM
370;24/11/2012;49;78;52;11;48;12;63;UBERLÂNDIA/MG
369;21/11/2012;8;2;24;4;50;33;65;SAMPAIO CORRÊA/MA
368;17/11/2012;18;32;58;59;2;17;71;AMÉRICA/RJ
367;14/11/2012;53;66;68;20;4;3;63;AMÉRICA/MG
366;10/11/2012;75;12;11;52;13;65;51;ITUANO/SP
365;07/11/2012;61;20;73;33;58;49;9;ATLÉTICO/PR
364;03/11/2012;8;78;60;62;47;1;19;ATLÉTICO/MG
363;31/10/2012;37;70;7;49;63;66;44;TREZE/PB
362;27/10/2012;33;38;64;61;55;6;37;NACIONAL/AM
361;24/10/2012;24;50;16;29;79;77;75;GOIÁS/GO
360;20/10/2012;10;69;31;33;42;4;21;SÃO CAETANO/SP
359;17/10/2012;78;17;65;14;64;1;28;CORINTHIANS/SP
358;13/10/2012;64;11;80;21;23;46;73;PARANÁ/PR
357;10/10/2012;2;36;16;39;18;53;66;MOTO CLUBE/MA
356;06/10/2012;70;62;25;13;4;28;6;CRB/AL
355;03/10/2012;57;16;33;24;72;10;73;FLUMINENSE/RJ
354;29/09/2012;79;8;80;22;63;57;37;SAMPAIO CORRÊA/MA
353;26/09/2012;38;25;66;44;65;74;6;TUNA LUSO/PA
352;22/09/2012;47;70;59;6;19;52;1;AVAÍ/SC
351;19/09/2012;54;61;4;52;1;59;18;GAMA/DF
350;15/09/2012;43;39;6;68;14;13;70;BRAGANTINO/SP
349;12/09/2012;29;21;45;80;58;54;72;TUNA LUSO/PA
348;08/09/2012;45;11;18;42;77;55;57;BRAGANTINO/SP
347;05/09/2012;79;22;21;33;45;7;2;YPIRANGA/AP
346;01/09/2012;13;22;38;76;12;33;72;BOTAFOGO/RJ
345;29/08/2012;22;76;40;54;25;32;4;UBERLÂNDIA/MG
344;25/08/2012;63;8;30;22;42;39;45;PAULISTA/SP
343;22/08/2012;46;80;14;6;3;57;47;GOIÁS/GO
342;18/08/2012;31;57;12;13;40;47;18;MARÍLIA/SP
341;15/08/2012;60;71;33;31;27;43;12;SERGIPE/SE
340;11/08/2012;57;19;73;26;75;63;5;AVAÍ/SC
339;08/08/2012;41;49;7;33;50;45;20;FLAMENGO/RJ
338;04/08/2012;66;54;68;79;48;18;4;BAHIA/BA
337;01/08/2012;41;71;24;37;40;54;57;GRÊMIO/RS
336;28/07/2012;79;75;5;40;7;45;25;UNIÃO BARBARENSE/SP
335;25/07/2012;26;32;36;20;33;58;76;CRICIÚMA/SC
334;21/07/2012;45;18;76;80;66;2;48;BOTAFOGO/PB
333;18/07/2012;25;5;16;60;64;65;45;ATLÉTICO/PR
332;14/07/2012;30;6;63;7;45;34;10;AMÉRICA/RN
331;11/07/2012;11;5;57;71;16;47;41;SERGIPE/SE
330;07/07/2012;42;30;25;79;32;4;35;VILLA NOVA/MG
329;04/07/2012;73;67;61;71;63;79;21;FIGUEIRENSE/SC
328;30/06/2012;29;25;65;73;69;38;55;RIO BRANCO/AC
327;27/06/2012;13;64;9;59;63;12;35;FIGUEIRENSE/SC
326;23/06/2012;16;23;5;45;60;56;20;CORINTHIANS/SP
325;20/06/2012;70;68;3;2;31;57;67;MIXTO/MT
324;16/06/2012;74;12;47;55;25;28;39;ABC/RN
323;13/06/2012;6;41;31;34;25;24;46;AMÉRICA/MG
322;09/06/2012;66;19;46;50;3;65;34;MOTO CLUBE/MA
321;06/06/2012;16;76;24;60;66;71;46;LONDRINA/PR
320;02/06/2012;54;10;39;55;35;69;43;PAULISTA/SP
319;30/05/2012;31;60;22;18;70;55;21;BANGU/RJ
318;26/05/2012;9;43;3;66;27;80;33;FIGUEIRENSE/SC
317;23/05/2012;72;60;21;40;70;6;65;VASCO DA GAMA/RJ
316;19/05/2012;32;25;33;27;44;75;14;CORINTHIANS/SP
315;16/05/2012;52;4;6;63;60;58;51;IPATINGA/MG
314;12/05/2012;48;30;10;32;44;54;35;TUNA LUSO/PA
313;09/05/2012;42;33;52;73;19;71;58;UNIÃO BARBARENSE/SP
312;05/05/2012;17;45;64;11;5;12;43;RORAIMA/RR
311;02/05/2012;3;56;21;33;69;29;12;SERGIPE/SE
310;28/04/2012;70;20;9;66;32;65;19;ATLÉTICO/GO
309;25/04/2012;9;2;33;16;38;67;24;AMERICANO/RJ
308;20/04/2012;61;8;17;2;70;47;7;ATLÉTICO/GO
307;18/04/2012;13;65;5;61;49;72;80;SPORT/PE
306;14/04/2012;40;70;73;53;51;63;32;SANTO ANDRE/SP
305;11/04/2012;49;35;41;75;24;31;32;BRASILIENSE/DF
304;07/04/2012;2;59;27;68;80;42;58;YPIRANGA/AP
303;04/04/2012;80;50;24;55;10;48;52;ATLÉTICO/MG
302;31/03/2012;74;32;6;3;17;5;35;REMO/PA
301;28/03/2012;27;57;65;41;71;26;13;BOTAFOGO/PB
300;24/03/2012;71;28;21;69;48;59;6;GOIÁS/GO
299;21/03/2012;72;4;3;68;71;12;30;NÁUTICO/PE
298;17/03/2012;12;19;11;21;75;26;7;BOTAFOGO/RJ
297;14/03/2012;42;31;20;17;34;15;37;SPORT/PE
296;10/03/2012;35;60;13;80;15;10;5;MOTO CLUBE/MA
295;07/03/2012;16;26;48;10;31;13;11;AMÉRICA/MG
294;03/03/2012;39;13;54;40;23;16;42;INTERNACIONAL/RS
293;01/03/2012;46;34;33;69;21;51;18;NACIONAL/AM
292;25/02/2012;6;23;59;71;58;57;11;SANTO ANDRÉ/SP
291;22/02/2012;57;21;39;47;22;64;10;PAYSANDU/PA
290;18/02/2012;57;38;58;52;28;21;19;INTERNACIONAL/RS
289;15/02/2012;58;21;47;37;45;4;64;TUNA LUSO/PA
288;11/02/2012;33;32;52;56;3;54;75;JI-PARANÁ / RO
287;08/02/2012;1;22;18;26;55;50;36;PALMEIRAS/SP
286;04/02/2012;61;38;6;39;27;40;30;PONTE PRETA/SP
285;01/02/2012;71;25;8;11;67;47;26;PORTUGUESA DESPORTOS/SP
284;28/01/2012;7;37;9;50;47;63;73;PARANÁ/PR
283;25/01/2012;66;40;11;69;36;28;18;GUARANI/SP
282;21/01/2012;40;79;26;7;72;17;23;UNIÃO BARBARENSE/SP
281;18/01/2012;5;80;23;40;48;22;46;RIVER/PI
280;14/01/2012;11;72;35;61;7;9;74;RORAIMA/RR
279;11/01/2012;75;6;49;74;34;18;65;IPATINGA/MG
278;07/01/2012;8;16;7;54;72;60;18;ATLÉTICO/PR
277;04/01/2012;47;7;22;60;3;67;23;NÁUTICO/PE
276;31/12/2011;31;52;57;33;59;71;60;BARUERI/SP
275;28/12/2011;75;24;18;8;57;58;41;JUVENTUS/SP
274;24/12/2011;36;9;60;26;78;34;5;GRÊMIO/RS
273;21/12/2011;66;58;60;52;70;48;11;P.  DESPORTOS/SP
272;17/12/2011;14;40;6;4;78;10;18;TREZE/PB
271;14/12/2011;67;77;47;74;56;50;26;AMERICANO/RJ
270;10/12/2011;15;51;40;50;41;54;5;LONDRINA/PR
269;07/12/2011;73;59;79;68;56;65;40;OLARIA/RJ
268;03/12/2011;39;52;18;1;70;27;7;MOTO CLUBE/MA
267;30/11/2011;61;32;71;16;5;15;59;IPATINGA/MG
266;26/11/2011;41;13;66;46;52;19;35;SAMPAIO CORRÊA/MA
265;23/11/2011;15;78;56;37;36;34;44;AMERICANO/RJ
264;19/11/2011;58;7;26;6;79;67;78;ATLÉTICO/GO
263;16/11/2011;13;3;16;61;25;71;38;VILA NOVA/GO
262;12/11/2011;50;2;24;58;80;61;72;BRASILIENSE/DF
261;09/11/2011;32;74;1;21;4;24;49;SANTOS/SP
260;05/11/2011;62;2;36;42;29;3;14;FLAMENGO/RJ
259;03/11/2011;54;75;13;47;30;15;73;RIO BRANCO/ES
258;29/10/2011;29;60;55;56;19;25;74;RORAIMA/RR
257;26/10/2011;47;41;80;61;48;13;58;BRAGANTINO/SP
256;22/10/2011;13;73;67;57;31;44;46;VASCO DA GAMA/RJ
255;19/10/2011;75;14;26;10;3;31;51;INTER LIMEIRA/SP
254;15/10/2011;66;19;45;50;31;71;28;AMERICANO/RJ
253;13/10/2011;67;73;48;39;41;17;35;RIO BRANCO/ES
252;08/10/2011;35;16;1;65;33;13;43;RIO BRANCO/ES
251;05/10/2011;59;80;39;75;65;1;16;SÃO PAULO/SP
250;01/10/2011;78;37;22;20;60;49;14;OLARIA/RJ
249;28/09/2011;31;61;9;27;16;72;22;UNIÃO SÃO JOÃO/SP
248;24/09/2011;80;43;23;72;16;51;14;AMÉRICA/RJ
247;21/09/2011;39;61;13;11;66;62;34;GRÊMIO/RS
246;17/09/2011;51;2;35;75;63;13;55;JUVENTUS/SP
245;14/09/2011;39;69;79;25;41;77;34;TUNA LUSO/PA
244;10/09/2011;73;10;53;50;76;32;70;INTER LIMEIRA/SP
243;08/09/2011;47;15;77;49;40;52;1;CSA/AL
242;03/09/2011;41;6;46;73;54;48;23;CRUZEIRO/MG
241;31/08/2011;55;25;30;18;16;10;4;SÃO PAULO/SP
240;27/08/2011;23;41;19;54;51;29;63;RIO BRANCO/ES
239;24/08/2011;37;43;58;74;15;8;5;PONTE PRETA/SP
238;20/08/2011;30;25;70;28;26;76;63;OPERARIO/MS
237;17/08/2011;10;40;11;78;29;47;34;RIVER/PI
236;13/08/2011;21;39;6;69;29;35;62;DESPORTIVA/ES
235;10/08/2011;72;36;48;43;66;60;11;SAMPAIO CORRÊA/MA
234;06/08/2011;8;22;35;62;30;23;2;CRICIÚMA/SC
233;03/08/2011;16;41;68;78;11;56;32;CEARÁ/CE
232;30/07/2011;63;28;21;64;60;65;75;XV PIRACICABA/SP
231;27/07/2011;41;55;18;17;62;50;30;YPIRANGA/AP
230;23/07/2011;69;25;4;19;54;35;63;RIVER/PI
229;20/07/2011;26;47;10;51;24;11;36;S. PAULO/SP
228;16/07/2011;34;76;39;59;13;25;55;AMÉRICA/RJ
227;13/07/2011;27;62;3;75;44;63;34;AMÉRICA/RJ
226;09/07/2011;39;29;19;16;45;67;71;RORAIMA/RR
225;06/07/2011;45;37;61;2;26;47;30;BOTAFOGO/RJ
224;02/07/2011;16;14;74;21;20;28;17;MOTO CLUBE/MA
223;29/06/2011;55;18;72;56;59;10;5;NACIONAL/AM
222;25/06/2011;3;2;61;56;7;11;65;INTER LIMEIRA/SP
221;22/06/2011;34;79;44;74;38;59;6;TREZE/PB
220;18/06/2011;5;28;65;32;23;9;25;SERGIPE/SE
219;15/06/2011;54;65;42;19;35;60;45;CRICIÚMA/SC
218;11/06/2011;2;74;20;28;48;32;60;JUVENTUDE/RS
217;08/06/2011;31;57;48;21;4;13;72;CORINTHIANS/SP
216;04/06/2011;55;65;9;41;4;15;57;RIO BRANCO/ES
215;01/06/2011;1;50;78;48;4;42;17;GAMA/DF
214;28/05/2011;17;12;66;56;70;6;71;SANTO ANDRÉ/SP
213;25/05/2011;35;14;6;52;23;28;12;UNIÃO SÃO JOÃO/SP
212;21/05/2011;13;35;49;51;43;19;22;NACIONAL/AM
211;18/05/2011;39;26;5;32;23;56;36;FLAMENGO/RJ
210;14/05/2011;61;38;60;51;17;52;26;VILLA NOVA/MG
209;11/05/2011;10;47;73;77;33;67;54;JOINVILLE/SC
208;07/05/2011;12;11;15;7;4;70;13;BOTAFOGO/PB
207;04/05/2011;59;19;57;55;67;39;61;P.  DESPORTOS/SP
206;30/04/2011;71;2;36;77;30;66;11;BRAGANTINO/SP
205;27/04/2011;21;66;35;29;33;41;18;GOIÁS/GO
204;23/04/2011;21;36;25;78;44;67;45;VASCO DA GAMA/RJ
203;20/04/2011;77;61;8;67;73;65;19;AMÉRICA/RJ
202;16/04/2011;67;60;76;65;41;73;25;AMERICANO/RJ
201;13/04/2011;30;50;27;78;37;3;40;ATLÉTICO/MG
200;09/04/2011;75;79;27;36;31;9;23;BRASILIENSE/DF
199;06/04/2011;46;16;17;57;56;60;47;REMO/PA
198;02/04/2011;69;37;8;30;45;54;64;MOTO CLUBE/MA
197;30/03/2011;4;11;16;24;55;66;79;JUVENTUDE/RS
196;26/03/2011;70;24;11;67;78;5;41;GRÊMIO/RS
195;23/03/2011;62;53;8;40;21;52;13;NACIONAL/AM
194;19/03/2011;63;33;24;8;72;45;61;MARÍLIA/SP
193;16/03/2011;14;13;45;68;75;27;31;SÃO CAETANO/SP
192;12/03/2011;71;67;27;14;28;38;7;MOTO CLUBE/MA
191;09/03/2011;42;34;41;24;27;79;33;SANTO ANDRÉ/SP
190;05/03/2011;70;65;23;71;73;68;4;FIGUEIRENSE/SC
189;02/03/2011;53;20;17;31;12;27;35;A B C/RN
188;26/02/2011;78;79;29;27;77;73;28;SÃO PAULO/SP
187;23/02/2011;76;80;30;7;11;61;77;AMÉRICA/RJ
186;19/02/2011;30;55;13;29;31;75;34;AMÉRICA/RJ
185;16/02/2011;41;62;59;26;7;45;50;PAULISTA/SP
184;12/02/2011;55;25;36;59;62;48;74;NACIONAL/AM
183;09/02/2011;39;36;51;71;24;32;16;MOTO CLUBE/MA
182;05/02/2011;37;3;30;61;51;2;57;UNIÃO SÃO JOÃO/SP
181;02/02/2011;15;6;63;33;80;32;54;RIVER/PI
180;29/01/2011;56;36;16;73;35;32;74;BOTAFOGO/RJ
179;26/01/2011;1;38;51;68;63;60;69;MIXTO/MT
178;22/01/2011;27;39;80;71;50;11;72;IPATINGA/MG
177;19/01/2011;25;34;30;62;59;80;12;RORAIMA/RR
176;15/01/2011;66;25;80;40;34;50;52;PALMAS/TO
175;12/01/2011;66;13;30;59;5;32;67;XV NOV. PIRACICABA/SP
174;08/01/2011;35;48;1;4;14;24;3;PAYSANDU/PA
173;05/01/2011;70;34;10;68;6;74;59;TREZE/PB
172;31/12/2010;57;26;47;74;12;32;13;SANTO ANDRÉ/SP
171;29/12/2010;9;71;55;64;26;23;35;SANTA CRUZ/PE
170;24/12/2010;20;55;64;27;56;11;51;LONDRINA/PR
169;22/12/2010;66;23;39;63;24;51;12;SAMPAIO CORRÊA/MA
168;18/12/2010;79;74;47;31;4;20;15;TREZE/PB
167;15/12/2010;59;29;40;24;8;10;30;PARANÁ/PR
166;11/12/2010;4;75;51;72;48;71;53;REMO/PA
165;08/12/2010;39;31;67;45;13;62;80;PONTE PRETA/SP
164;04/12/2010;31;36;10;63;33;7;49;CSA/AL
163;01/12/2010;23;62;27;80;22;77;51;SANTA CRUZ/PE
162;27/11/2010;50;10;23;47;44;34;72;PALMEIRAS/SP
161;24/11/2010;55;70;56;47;80;59;52;FIGUEIRENSE/SC
160;20/11/2010;71;34;35;45;55;16;7;FLAMENGO/RJ
159;17/11/2010;12;76;29;56;70;2;28;BRASILIENSE/DF
158;13/11/2010;35;30;9;26;28;19;53;RORAIMA/RR
157;10/11/2010;26;67;29;54;78;63;73;AMERICANO/RJ
156;06/11/2010;77;50;49;70;27;69;19;SANTO ANDRÉ/SP
155;03/11/2010;28;23;55;48;71;21;67;CSA/AL
154;30/10/2010;14;22;1;6;36;19;52;PALMAS/TO
153;27/10/2010;3;46;15;10;80;57;20;SÃO  CAETANO/SP
152;23/10/2010;20;8;2;65;16;27;51;BOTAFOGO/RJ
151;20/10/2010;1;79;65;41;62;47;45;JUVENTUDE/RS
150;16/10/2010;8;63;61;10;17;40;79;RORAIMA/RR
149;13/10/2010;13;29;61;63;62;15;46;SÃO RAIMUNDO/AM
148;09/10/2010;70;30;27;39;49;73;78;RIO BRANCO/ES
147;06/10/2010;49;61;78;70;69;12;76;SERGIPE/SE
146;02/10/2010;27;79;46;56;15;43;53;SANTO ANDRÉ/SP
145;29/09/2010;67;35;2;55;74;75;65;ATLÉTICO/GO
144;25/09/2010;12;32;61;31;75;80;70;SÃO RAIMUNDO/AM
143;22/09/2010;61;4;5;60;26;62;1;ITUANO/SP
142;18/09/2010;55;65;76;79;40;61;80;SANTO ANDRÉ/SP
141;15/09/2010;26;63;55;47;62;72;21;CRUZEIRO/MG
140;11/09/2010;27;47;26;74;25;66;36;BANGU/RJ
139;08/09/2010;61;11;27;35;31;44;1;RIO BRANCO/AC
138;04/09/2010;60;18;17;33;71;40;34;TREZE/PB
137;01/09/2010;15;32;50;70;58;71;26;MIXTO/MT
